periode_data,kategori,jurusan
202309,BRT,PGC 1 - Juanda
202309,BRT,PGC 1 - Ancol
202309,Angkutan Umum Integrasi,Kampung Melayu - Tanah Abang
202309,Angkutan Umum Integrasi,Kampung Melayu - Tanah Abang via Cikini
202309,Angkutan Umum Integrasi,Kampung Melayu - Ragunan
202309,BRT,Ragunan - Dukuh Atas 2
202309,BRT,Ragunan - MH Thamrin via Kuningan
202309,BRT,Ragunan - MH Thamrin via Semanggi
202309,Angkutan Umum Integrasi,Stasiun Tebet - Departemen Kesehatan
202309,Angkutan Umum Integrasi,Stasiun Tebet - Bundaran Senayan
202309,Angkutan Umum Integrasi,Senen - Lebak Bulus
202309,Angkutan Umum Integrasi,Stasiun Manggarai - Blok M
202309,Angkutan Umum Integrasi,Ragunan - Blok M via Kemang
202309,Royaltrans,Cibubur - Kuningan
202309,Angkutan Umum Integrasi,Dukuh Atas 2 - Casablanca via Epicentrum Raya
202309,BRT,Kampung Rambutan - Kampung Melayu
202309,Angkutan Umum Integrasi,Kampung Rambutan - Lebak Bulus
202309,Angkutan Umum Integrasi,Kampung Rambutan - Blok M
202309,Angkutan Umum Integrasi,Cibubur - BKN
202309,Angkutan Umum Integrasi,TMII - Tegal Parang
202309,Angkutan Umum Integrasi,Kampung Rambutan - Ragunan
202309,BRT,Kampung Rambutan - Juanda via Cempaka Putih
202309,Angkutan Umum Integrasi,Pondok Kelapa - BKN
202309,BRT,Lebak Bulus - Pasar Baru via Tomang
202309,BRT,Jelambar - Juanda
202309,Angkutan Umum Integrasi,Kebayoran Lama - Tanah Abang
202309,Angkutan Umum Integrasi,Joglo - Blok M
202309,Angkutan Umum Integrasi,Bintaro - Blok M
202309,Angkutan Umum Integrasi,Batusari - Grogol
202309,BRT,Pinang Ranti - Pluit
202309,BRT,PGC 1 - Latumeten
202309,BRT,Pinang Ranti - Bundaran Senayan
202309,Angkutan Umum Integrasi,Pasar Minggu - Tanah Abang
202309,Angkutan Umum Integrasi,Kebayoran Lama - Jelambar
202309,Rusun,Rusun Tambora - Pluit
202309,Angkutan Umum Integrasi,Blok M - Universitas Indonesia
202309,BRT,Tanjung Priok - PGC 2
202309,Rusun,Rusun Marunda - Tanjung Priok
202309,Rusun,Rusun Cipinang Besar Selatan - Penas Kalimalang
202309,BRT,Kampung Rambutan - Tanjung Priok
202309,BRT,Tanjung Priok - Blok M
202309,Angkutan Umum Integrasi,Tanjung Priok - Senen via Taman BMW
202309,BRT,Pulo Gebang - Kampung Melayu
202309,Rusun,Rusun Rawa Bebek - Penggilingan
202309,Rusun,Rusun Pinus Elok - Rusun Pulo Gebang
202309,Angkutan Umum Integrasi,Pulo Gebang - Pulo Gadung 2 via PIK
202309,Rusun,Rusun Komarudin - Penggilingan
202309,Rusun,Rusun Rawa Bebek - Bukit Duri
202309,Rusun,Rusun Cipinang Muara - Jatinegara
202309,Rusun,Rusun Pondok Bambu - Walikota Jakarta Timur
202309,Angkutan Umum Integrasi,Kampung Melayu - Pulo Gebang via BKT
202309,BRT,Tanjung Priok - Pluit
202309,Angkutan Umum Integrasi,Pelabuhan Kaliadem - Kota
202309,Angkutan Umum Integrasi,Pluit - Senen
202309,Rusun,Rusun Waduk Pluit - Penjaringan
202309,Rusun,Rusun Marunda - Rusun Waduk Pluit
202309,Rusun,Rusun Penjaringan - Penjaringan
202309,BRT,Ciledug - Tendean
202309,BRT,Puri Beta - Dukuh Atas
202309,BRT,Puri Beta - Ragunan
202309,BRT,Puri Beta - Latuharhary (Express)
202309,Transjabodetabek,Summarecon Bekasi - BNN
202309,Royaltrans,Bekasi Barat - Blok M
202309,Royaltrans,Bekasi Barat - Kuningan
202309,Transjabodetabek,Bekasi Timur - BNN
202309,Bus Wisata,Jakarta Modern
202309,Bus Wisata,Pencakar Langit
202309,Transjabodetabek,Depok - PGC 1
202309,Transjabodetabek,Universitas Indonesia - Lebak Bulus
202309,Royaltrans,Cinere - Kuningan
202309,Transjabodetabek,BSD - Jelambar
202309,Royaltrans,BSD Serpong - Fatmawati
202309,Transjabodetabek,Ciputat - CSW
202309,Transjabodetabek,Ciputat - Kampung Rambutan
202309,Royaltrans,Bintaro - Fatmawati
202309,Transjabodetabek,Poris Plawad - Bundaran Senayan
202309,Transjabodetabek,Poris Plawad - Juanda
202309,BRT,Blok M - Kota
202309,BRT,Pulo Gadung - Monas
202309,BRT,Kalideres - Monas
202309,BRT,Pulo Gadung 2 - Dukuh Atas 2
202309,BRT,Matraman Baru - Ancol
202309,BRT,Ragunan - Dukuh Atas 2
202309,BRT,Kampung Rambutan - Kampung Melayu
202309,BRT,Lebak Bulus - Pasar Baru via Tomang
202309,BRT,Pinang Ranti - Pluit
202309,BRT,PGC 2 - Tanjung Priok
202309,BRT,Pulo Gebang - Kampung Melayu
202309,Mikrotrans,Tanjung Priok - Plumpang
202309,Mikrotrans,Kampung Melayu - Duren Sawit
202309,Mikrotrans,Lebak Bulus - Andara
202309,Mikrotrans,Grogol - Tubagus Angke
202309,Mikrotrans,Semper - Rorotan
202309,Mikrotrans,Kampung Rambutan - Pondok Gede
202309,Mikrotrans,Tanah Abang - Grogol via Tawakal
202309,Mikrotrans,Roxy - Benhil
202309,Mikrotrans,Roxy Mas - Karet
202309,Mikrotrans,Tanah Abang - Kota
202309,Mikrotrans,Gondangdia - Cikini via Salemba Raya
202309,Mikrotrans,Gondangdia - Cikini via Kramat Raya
202309,Mikrotrans,Tanah Abang - Kebayoran Lama
202309,Mikrotrans,Terminal Tanah Merah - Pulo Gadung
202309,Mikrotrans,Rusun Sindang Koja - Kampung Sawah
202309,Mikrotrans,Tanjung Priok - Tanah Merdeka
202309,Mikrotrans,Tanah Abang - Kebayoran Lama via Pos Pengumben
202309,Mikrotrans,Tanah Abang - Jembatan Lima
202309,Mikrotrans,Tanah Abang - Meruya
202309,Mikrotrans,Terminal Tanjung Priok - Rusun Marunda
202309,Mikrotrans,Cililitan - Condet
202309,Mikrotrans,Senen - Pulo Gadung
202309,Mikrotrans,Kalibata - Kuningan
202309,Mikrotrans,Pinang Ranti - Kampung Rambutan
202309,Mikrotrans,Cawang UKI - Lubang Buaya
202309,Mikrotrans,Cililitan - Dwikora
202309,Mikrotrans,Dwikora - Penas Kalimalang
202309,Mikrotrans,Senen - Pulo Gadung via Kelapa Gading
202309,Mikrotrans,Kp. Rambutan - Kalisari
202309,Mikrotrans,Rawamangun - Duren Sawit
202309,Mikrotrans,Pulo Gebang - Rorotan
202309,Mikrotrans,Kampung Rambutan - Taman Wiladatika
202309,Mikrotrans,Tanjung Priok - Sukapura
202309,Mikrotrans,Grogol - Meruya via Roxy
202309,Mikrotrans,Blok M - Andara
202309,Mikrotrans,Lebak Bulus - Petukangan
202309,Mikrotrans,Pulo Gadung - Kota
202309,Mikrotrans,Rawamangun - Klender
202309,Mikrotrans,Pangkalan Jati - Rawamangun
202309,Mikrotrans,Cilangkap - Cililitan
202309,Mikrotrans,Cililitan - Condet via Kayu Manis
202309,Mikrotrans,Bulak Ringin - Kampung Rambutan
202309,Mikrotrans,Kalimalang - Duren Sawit
202309,Mikrotrans,Harapan Baru - Pulo Gebang via Rawa Kuning
202309,Mikrotrans,Kampung Melayu - Pulo Gadung
